"","state","id","time","status","pub_cat","gender","age","geo","weight","q","response_time","region","State","Feb.20","Mar.20","Apr.20","May.20"
"3965","TN",65716377,"2020-07-02 19:00:00","Complete","News","Male","25-34","US-SOUTH-TN",1.0952008,"Used to work from home, but now I commute",39104,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3966","TN",425621681,"2020-07-01 14:00:00","Complete","News","Female","65+","US-SOUTH-TN-Nashville",0.9021625,"None of the above / Not working for pay",24903,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3967","TN",1178810800,"2020-07-01 20:00:00","Complete","Other","Female","55-64","US-SOUTH-TN",0.9297674,"I continue to commute to work",162026,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3968","TN",1052168891,"2020-06-30 13:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TN-Nashville",0,"None of the above / Not working for pay",4076,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3969","TN",484763013,"2020-06-30 19:00:00","Complete","News","Female","35-44","US-SOUTH-TN-Memphis",0.9913303,"I have recently been furloughed or laid-off",23503,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3970","TN",1908596057,"2020-07-02 22:00:00","Complete","News","Male","35-44","US-SOUTH-TN-Nashville",0.9404565,"Used to work from home, but now I commute",44044,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3971","TN",1866354139,"2020-06-30 18:00:00","Complete","News","Female","45-54","US-SOUTH-TN",0.9409563,"Used to commute, now work from home",31541,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3972","TN",1414163331,"2020-07-01 09:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TN",0,"None of the above / Not working for pay",24903,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3973","TN",95818414,"2020-07-01 15:00:00","Complete","News","Female","55-64","US-SOUTH-TN",0.9297674,"Used to work from home and still do",21648,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3974","TN",1204163593,"2020-06-30 17:00:00","Complete","News","Female","25-34","US-SOUTH-TN",1.1544455,"Used to commute, now work from home",22598,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3975","TN",1350504201,"2020-07-01 14:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TN",0,"Used to work from home, but now I commute",2737,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3976","TN",1759461043,"2020-06-30 14:00:00","Complete","News","Female","25-34","US-SOUTH-TN-Memphis",1.1544455,"I continue to commute to work",13243,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3977","TN",797450428,"2020-07-01 18:00:00","Complete","News","Female","25-34","US-SOUTH-TN-Nashville",1.1544455,"Used to work from home and still do",9181,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3978","TN",1913597867,"2020-06-30 19:00:00","Complete","News","Male","55-64","US-SOUTH-TN-Memphis",0.882053,"None of the above / Not working for pay",5747,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3979","TN",61379162,"2020-07-02 20:00:00","Complete","News","Female","35-44","US-SOUTH-TN",0.9913303,"Used to work from home, but now I commute",8742,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3980","TN",1678887820,"2020-07-02 13:00:00","Complete","Reference","Male","65+","US-SOUTH-TN",0.8558647,"None of the above / Not working for pay",14811,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3981","TN",1932256612,"2020-07-01 22:00:00","Complete","News","Male","45-54","US-SOUTH-TN",0.8926676,"I continue to commute to work",438160,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3982","TN",477004976,"2020-07-03 02:00:00","Complete","News","Female","18-24","US-SOUTH-TN",1.4512163,"None of the above / Not working for pay",2418,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3983","TN",1585030338,"2020-06-30 18:00:00","Complete","News","Male","35-44","US-SOUTH-TN-Nashville",0.9404565,"I continue to commute to work",14124,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3984","TN",1781259176,"2020-07-01 01:00:00","Complete","News","Male","25-34","US-SOUTH-TN-Memphis",1.0952008,"None of the above / Not working for pay",14192,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3985","TN",625158168,"2020-07-02 12:00:00","Complete","News","Male","65+","US-SOUTH-TN",0.8558647,"I continue to commute to work",31654,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3986","TN",638809062,"2020-07-02 04:00:00","Complete","News","Male","45-54","US-SOUTH-TN-Nashville",0.8926676,"I continue to commute to work",108921,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3987","TN",2060115601,"2020-06-29 22:00:00","Complete","News","Male","25-34","US-SOUTH-TN",1.0952008,"I continue to commute to work",1210,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3988","TN",1505638952,"2020-07-01 19:00:00","Complete","News","Male","45-54","US-SOUTH-TN-Nashville",0.8926676,"I continue to commute to work",25008,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3989","TN",1743280265,"2020-07-01 23:00:00","Complete","News","Female","55-64","US-SOUTH-TN",0.9297674,"Used to commute, now work from home",72975,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3990","TN",1083735849,"2020-07-01 17:00:00","Complete","News","Male","65+","US-SOUTH-TN",0.8558647,"I continue to commute to work",34271,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3991","TN",431581792,"2020-07-02 01:00:00","Complete","News","Female","55-64","US-SOUTH-TN",0.9297674,"None of the above / Not working for pay",4720,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3992","TN",1386407760,"2020-07-03 01:00:00","Complete","News","Female","25-34","US-SOUTH-TN-Nashville",1.1544455,"I continue to commute to work",23748,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3993","TN",1071400090,"2020-07-01 19:00:00","Complete","Arts & Entertainment","Female","45-54","US-SOUTH-TN",0.9409563,"None of the above / Not working for pay",11367,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3994","TN",1494722823,"2020-07-01 20:00:00","Complete","Other","Female","55-64","US-SOUTH-TN",0.9297674,"I continue to commute to work",12695,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3995","TN",971153651,"2020-07-02 03:00:00","Complete","News","Male","35-44","US-SOUTH-TN-Nashville",0.9404565,"I continue to commute to work",18154,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3996","TN",384896026,"2020-06-30 16:00:00","Complete","News","Male","55-64","US-SOUTH-TN",0.882053,"I continue to commute to work",30913,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3997","TN",1576379199,"2020-07-01 14:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TN",0,"None of the above / Not working for pay",16107,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3998","TN",875792649,"2020-07-01 17:00:00","Complete","News","Male","55-64","US-SOUTH-TN-Nashville",0.882053,"Used to commute, now work from home",14677,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"3999","TN",1917860904,"2020-06-30 23:00:00","Complete","News","Female","55-64","US-SOUTH-TN",0.9297674,"None of the above / Not working for pay",5853,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4000","TN",354294138,"2020-07-01 14:00:00","Complete","News","Female","25-34","US-SOUTH-TN-Nashville",1.1544455,"Used to commute, now work from home",78524,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4001","TN",1687199499,"2020-07-02 21:00:00","Complete","News","Male","65+","US-SOUTH-TN",0.8558647,"None of the above / Not working for pay",12869,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4002","TN",674213145,"2020-06-30 22:00:00","Complete","News","Male","35-44","US-SOUTH-TN-Nashville",0.9404565,"Used to commute, now work from home",20261,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4003","TN",1643419917,"2020-07-02 23:00:00","Complete","News","Male","25-34","US-SOUTH-TN",1.0952008,"I have recently been furloughed or laid-off",13274,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4004","TN",1733826385,"2020-06-30 15:00:00","Complete","News","Female","35-44","US-SOUTH-TN",0.9913303,"Used to commute, now work from home",22794,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4005","TN",177897328,"2020-06-30 10:00:00","Complete","News","Male","45-54","US-SOUTH-TN",0.8926676,"Used to work from home and still do",12261,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4006","TN",1920307914,"2020-06-30 20:00:00","Complete","News","Male","65+","US-SOUTH-TN",0.8558647,"Used to commute, now work from home",38328,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4007","TN",78811434,"2020-06-30 19:00:00","Complete","News","Male","25-34","US-SOUTH-TN",1.0952008,"Used to commute, now work from home",14452,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4008","TN",532267381,"2020-06-30 15:00:00","Complete","News","Male","35-44","US-SOUTH-TN-Memphis",0.9404565,"Used to commute, now work from home",24974,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4009","TN",770425523,"2020-07-01 17:00:00","Complete","Arts & Entertainment","Female","35-44","US-SOUTH-TN-Memphis",0.9913303,"Used to work from home and still do",14821,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4010","TN",511717138,"2020-06-30 12:00:00","Complete","Arts & Entertainment","Female","65+","US-SOUTH-TN",0.9021625,"None of the above / Not working for pay",12780,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4011","TN",622335278,"2020-07-01 19:00:00","Complete","News","Female","45-54","US-SOUTH-TN-Nashville",0.9409563,"None of the above / Not working for pay",8125,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4012","TN",1423019019,"2020-07-01 03:00:00","Complete","News","Female","35-44","US-SOUTH-TN-Nashville",0.9913303,"I have recently been furloughed or laid-off",5836,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4013","TN",358699136,"2020-07-01 17:00:00","Complete","News","Male","25-34","US-SOUTH-TN-Nashville",1.0952008,"None of the above / Not working for pay",12378,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4014","TN",765262920,"2020-07-01 13:00:00","Complete","News","Female","45-54","US-SOUTH-TN-Nashville",0.9409563,"None of the above / Not working for pay",1849,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4015","TN",1720693247,"2020-07-02 16:00:00","Complete","News","Female","45-54","US-SOUTH-TN-Nashville",0.9409563,"None of the above / Not working for pay",6118,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4016","TN",2070758389,"2020-07-02 03:00:00","Complete","News","Male","45-54","US-SOUTH-TN",0.8926676,"I continue to commute to work",46739,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4017","TN",179196941,"2020-07-01 12:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TN",0,"I continue to commute to work",9034,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4018","TN",1311767436,"2020-07-02 18:00:00","Complete","News","Male","18-24","US-SOUTH-TN-Nashville",1.3767417,"Used to work from home and still do",47520,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4019","TN",2069952973,"2020-07-02 00:00:00","Complete","News","Female","25-34","US-SOUTH-TN",1.1544455,"I have recently been furloughed or laid-off",2283,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4020","TN",1158127099,"2020-07-01 16:00:00","Complete","Other","Unknown","Unknown","US-SOUTH-TN",0,"None of the above / Not working for pay",12585,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4021","TN",633689559,"2020-07-03 06:00:00","Complete","News","Male","25-34","US-SOUTH-TN-Memphis",1.0952008,"I continue to commute to work",11085,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4022","TN",113242475,"2020-07-02 15:00:00","Complete","News","Male","65+","US-SOUTH-TN-Nashville",0.8558647,"None of the above / Not working for pay",3638,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4023","TN",11166380,"2020-07-02 02:00:00","Complete","News","Male","45-54","US-SOUTH-TN",0.8926676,"I continue to commute to work",35303,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4024","TN",1751588858,"2020-07-01 16:00:00","Complete","News","Male","35-44","US-SOUTH-TN",0.9404565,"Used to commute, now work from home",11976,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4025","TN",1028732864,"2020-07-01 16:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TN",0,"None of the above / Not working for pay",7124,"SOUTH","Tennessee",3.4,3.5,15.5,11.3
"4026","TX",2057497626,"2020-07-02 17:00:00","Complete","News","Female","45-54","US-SOUTH-TX",0.9409563,"Used to work from home and still do",26488,"SOUTH","Texas",3.5,4.7,13.5,13
"4027","TX",708170412,"2020-07-03 03:00:00","Complete","News","Male","25-34","US-SOUTH-TX-Dallas",1.0952008,"None of the above / Not working for pay",11480,"SOUTH","Texas",3.5,4.7,13.5,13
"4028","TX",1416402901,"2020-07-02 01:00:00","Complete","Arts & Entertainment","Female","55-64","US-SOUTH-TX-Austin",0.9297674,"I continue to commute to work",23424,"SOUTH","Texas",3.5,4.7,13.5,13
"4029","TX",1119583843,"2020-07-01 23:00:00","Complete","News","Female","35-44","US-SOUTH-TX-College Station",0.9913303,"None of the above / Not working for pay",2192,"SOUTH","Texas",3.5,4.7,13.5,13
"4030","TX",1767774703,"2020-07-03 00:00:00","Complete","News","Male","35-44","US-SOUTH-TX-Austin",0.9404565,"Used to commute, now work from home",16960,"SOUTH","Texas",3.5,4.7,13.5,13
"4031","TX",2086683329,"2020-06-30 18:00:00","Complete","Other","Female","Unknown","US-SOUTH-TX-Houston",0,"I continue to commute to work",20216,"SOUTH","Texas",3.5,4.7,13.5,13
"4032","TX",1972957834,"2020-07-02 18:00:00","Complete","News","Male","25-34","US-SOUTH-TX",1.0952008,"None of the above / Not working for pay",23306,"SOUTH","Texas",3.5,4.7,13.5,13
"4033","TX",375353355,"2020-07-02 20:00:00","Complete","News","Female","45-54","US-SOUTH-TX",0.9409563,"None of the above / Not working for pay",6986,"SOUTH","Texas",3.5,4.7,13.5,13
"4034","TX",1714000083,"2020-07-01 18:00:00","Complete","News","Male","65+","US-SOUTH-TX",0.8558647,"I continue to commute to work",52031,"SOUTH","Texas",3.5,4.7,13.5,13
"4035","TX",1670262070,"2020-06-29 22:00:00","Complete","News","Female","45-54","US-SOUTH-TX",0.9409563,"None of the above / Not working for pay",14397,"SOUTH","Texas",3.5,4.7,13.5,13
"4036","TX",318572681,"2020-07-01 16:00:00","Complete","News","Male","35-44","US-SOUTH-TX-San Antonio",0.9404565,"Used to commute, now work from home",24226,"SOUTH","Texas",3.5,4.7,13.5,13
"4037","TX",1435795140,"2020-07-02 15:00:00","Complete","News","Female","35-44","US-SOUTH-TX",0.9913303,"I have recently been furloughed or laid-off",6931,"SOUTH","Texas",3.5,4.7,13.5,13
"4038","TX",1937865562,"2020-07-02 00:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX-Arlington",0,"I continue to commute to work",19339,"SOUTH","Texas",3.5,4.7,13.5,13
"4039","TX",565616639,"2020-07-01 14:00:00","Complete","News","Female","Unknown","US-SOUTH-TX",0,"None of the above / Not working for pay",7625,"SOUTH","Texas",3.5,4.7,13.5,13
"4040","TX",1783109090,"2020-07-01 06:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX-College Station",0,"I continue to commute to work",18194,"SOUTH","Texas",3.5,4.7,13.5,13
"4041","TX",1188369122,"2020-07-02 17:00:00","Complete","Other","Female","45-54","US-SOUTH-TX",0.9409563,"I continue to commute to work",7546,"SOUTH","Texas",3.5,4.7,13.5,13
"4042","TX",301280809,"2020-06-30 21:00:00","Complete","News","Female","Unknown","US-SOUTH-TX",0,"Used to commute, now work from home",10508,"SOUTH","Texas",3.5,4.7,13.5,13
"4043","TX",596470076,"2020-07-03 00:00:00","Complete","News","Female","45-54","US-SOUTH-TX",0.9409563,"I have recently been furloughed or laid-off",7527,"SOUTH","Texas",3.5,4.7,13.5,13
"4044","TX",1856346597,"2020-07-01 21:00:00","Complete","News","Male","25-34","US-SOUTH-TX",1.0952008,"I continue to commute to work",28570,"SOUTH","Texas",3.5,4.7,13.5,13
"4045","TX",1528788476,"2020-07-02 22:00:00","Complete","News","Male","45-54","US-SOUTH-TX",0.8926676,"I continue to commute to work",8584,"SOUTH","Texas",3.5,4.7,13.5,13
"4046","TX",1124547413,"2020-06-30 09:00:00","Complete","News","Male","65+","US-SOUTH-TX",0.8558647,"I continue to commute to work",12670,"SOUTH","Texas",3.5,4.7,13.5,13
"4047","TX",986858709,"2020-07-02 18:00:00","Complete","News","Female","45-54","US-SOUTH-TX-Austin",0.9409563,"I continue to commute to work",34654,"SOUTH","Texas",3.5,4.7,13.5,13
"4048","TX",1220756475,"2020-07-02 22:00:00","Complete","News","Female","65+","US-SOUTH-TX",0.9021625,"None of the above / Not working for pay",9322,"SOUTH","Texas",3.5,4.7,13.5,13
"4049","TX",748360492,"2020-07-02 23:00:00","Complete","News","Female","55-64","US-SOUTH-TX-Houston",0.9297674,"None of the above / Not working for pay",4785,"SOUTH","Texas",3.5,4.7,13.5,13
"4050","TX",1249614254,"2020-07-02 23:00:00","Complete","News","Male","18-24","US-SOUTH-TX-Houston",1.3767417,"None of the above / Not working for pay",4609,"SOUTH","Texas",3.5,4.7,13.5,13
"4051","TX",2144409133,"2020-07-01 12:00:00","Complete","News","Male","35-44","US-SOUTH-TX-Dallas",0.9404565,"Used to commute, now work from home",17605,"SOUTH","Texas",3.5,4.7,13.5,13
"4052","TX",1873313406,"2020-07-03 01:00:00","Complete","News","Female","55-64","US-SOUTH-TX",0.9297674,"None of the above / Not working for pay",3978,"SOUTH","Texas",3.5,4.7,13.5,13
"4053","TX",1713022256,"2020-07-02 14:00:00","Complete","News","Male","55-64","US-SOUTH-TX",0.882053,"I continue to commute to work",11288,"SOUTH","Texas",3.5,4.7,13.5,13
"4054","TX",326355572,"2020-07-02 14:00:00","Complete","News","Female","35-44","US-SOUTH-TX-Austin",0.9913303,"I have recently been furloughed or laid-off",4535,"SOUTH","Texas",3.5,4.7,13.5,13
"4055","TX",802593030,"2020-07-01 23:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX",0,"None of the above / Not working for pay",5338,"SOUTH","Texas",3.5,4.7,13.5,13
"4056","TX",27028697,"2020-07-03 02:00:00","Complete","News","Female","45-54","US-SOUTH-TX-Dallas",0.9409563,"None of the above / Not working for pay",3357,"SOUTH","Texas",3.5,4.7,13.5,13
"4057","TX",1256626037,"2020-07-02 21:00:00","Complete","News","Male","35-44","US-SOUTH-TX",0.9404565,"I continue to commute to work",12370,"SOUTH","Texas",3.5,4.7,13.5,13
"4058","TX",1730532458,"2020-07-02 21:00:00","Complete","News","Male","35-44","US-SOUTH-TX",0.9404565,"Used to work from home, but now I commute",24041,"SOUTH","Texas",3.5,4.7,13.5,13
"4059","TX",1961246747,"2020-07-01 19:00:00","Complete","News","Female","45-54","US-SOUTH-TX",0.9409563,"None of the above / Not working for pay",24795,"SOUTH","Texas",3.5,4.7,13.5,13
"4060","TX",1938017698,"2020-07-03 00:00:00","Complete","News","Male","55-64","US-SOUTH-TX",0.882053,"None of the above / Not working for pay",3399,"SOUTH","Texas",3.5,4.7,13.5,13
"4061","TX",591954575,"2020-07-02 21:00:00","Complete","News","Female","45-54","US-SOUTH-TX-San Antonio",0.9409563,"None of the above / Not working for pay",17737,"SOUTH","Texas",3.5,4.7,13.5,13
"4062","TX",1010469563,"2020-07-02 00:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX",0,"None of the above / Not working for pay",12642,"SOUTH","Texas",3.5,4.7,13.5,13
